brand,model,years,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,horsepower,torque_nm,drive_type,seating_capacity,body_type,weight_kg,safety_rating,country,segment,annual_sales
Fisker,Ronin,2026,Base,89077,82,286,61,727,707,FWD,5,Coupe,1746,4,US,Premium,28442
Tesla,Model 3,2025,Premium,106222,67,251,322,785,681,AWD,7,Sedan,1593,4,US,Luxury,106799
GM/Chevrolet,Bolt EV,2024,Standard,59254,57,223,145,753,666,RWD,7,Truck,2655,5,US,Mid-range,22516
NIO,ET6,2025,Standard,70152,44,160,65,523,459,AWD,7,Truck,2579,5,China,Premium,21427
Tesla,Model X,2022,Standard,45368,81,287,281,319,269,FWD,5,Sedan,1627,5,US,Mid-range,112809
Tesla,Cybertruck,2026,Base,101101,72,255,345,743,693,RWD,5,Truck,2449,3,US,Luxury,118722
GM/Chevrolet,Silverado EV,2024,Performance,71691,78,282,184,1000,943,AWD,5,Sedan,1500,4,US,Premium,26479
Kia,EV6,2026,Base,65903,60,203,101,701,645,AWD,5,Sedan,1918,4,South Korea,Premium,95119
Mercedes,GLE EV,2024,Performance,178912,80,265,204,1000,924,AWD,5,Truck,2315,4,Germany,Luxury,68804
Tesla,Model Y,2025,Long Range,97027,108,372,266,708,592,RWD,5,Truck,2443,5,US,Premium,401761
Ford,F-150 Lightning,2025,Long Range,53282,85,295,89,587,498,FWD,4,Truck,2590,4,US,Mid-range,59310
Tesla,Model Y,2023,Standard,53432,80,289,219,397,369,AWD,7,Coupe,1500,5,US,Mid-range,490497
Tesla,Model X,2025,Long Range,92232,76,264,231,643,559,FWD,5,Van,1571,4,US,Premium,226342
Tesla,Model X,2024,Standard,125066,51,159,275,917,842,RWD,7,Hatchback,1620,4,US,Luxury,243623
Ford,F-150 Lightning,2020,Long Range,67768,83,291,92,752,718,FWD,2,Truck,2624,5,US,Premium,25258
BMW,i3,2026,Standard,62675,71,211,56,342,306,FWD,5,Coupe,1500,3,Germany,Mid-range,61611
Hyundai,Kona Electric,2023,Long Range,40703,78,277,76,398,317,AWD,5,SUV,2484,4,South Korea,Mid-range,128695
Volkswagen,ID. Buzz,2026,Premium,50056,71,256,122,445,413,RWD,7,Hatchback,1500,5,Germany,Mid-range,296123
Audi,e-tron GT,2023,Base,67690,64,232,90,335,307,RWD,5,Sedan,1806,4,Germany,Premium,63429
Volkswagen,ID.3,2024,Long Range,37558,86,299,110,291,288,FWD,7,Coupe,1738,5,Germany,Mid-range,247190
Ford,E-Transit,2024,Standard,48329,82,268,116,460,436,AWD,7,SUV,2108,4,US,Mid-range,34857
Volkswagen,ID. Aero,2025,Long Range,102772,104,392,113,1000,854,FWD,5,Van,2045,4,Germany,Luxury,235887
Volkswagen,ID. Aero,2025,Long Range,97037,80,284,132,1000,875,RWD,5,Coupe,1540,4,Germany,Premium,292071
Hyundai,i30,2025,Long Range,81033,109,372,122,1000,882,RWD,7,Coupe,1543,5,South Korea,Premium,132543
BYD,Atto 3,2024,Long Range,53347,79,277,63,623,633,AWD,7,Sedan,1500,5,China,Mid-range,234710
GM/Chevrolet,Silverado EV,2022,Base,39748,47,152,55,376,332,FWD,7,Van,1622,5,US,Mid-range,29407
Hyundai,Ioniq,2025,Standard,59265,77,288,123,648,577,AWD,5,Van,1500,5,South Korea,Mid-range,55296
BYD,Dolphin,2025,Long Range,24263,91,313,70,236,233,FWD,7,Coupe,1702,4,China,Budget,185360
Audi,Q6 e-tron,2023,Base,103373,48,165,88,784,695,AWD,5,Sedan,1652,4,Germany,Luxury,46342
Volkswagen,ID. Buzz,2025,Base,65624,84,327,93,665,569,FWD,5,Sedan,1849,5,Germany,Premium,228265
Kia,EV6,2025,Base,34297,41,150,108,241,200,AWD,7,Coupe,1500,4,South Korea,Budget,124108
Audi,Q6 e-tron,2023,Premium,94047,48,160,109,683,576,AWD,5,Truck,2616,5,Germany,Premium,36637
BMW,i5,2024,Base,85525,65,228,68,634,525,AWD,7,SUV,1949,5,Germany,Premium,61102
Tesla,Model 3,2025,Long Range,37325,100,350,329,239,219,RWD,5,Coupe,1636,3,US,Mid-range,182729
NIO,EL8,2023,Standard,65638,70,270,98,521,458,FWD,5,Hatchback,1846,5,China,Premium,24026
BMW,i3,2023,Premium,86679,54,171,60,639,621,AWD,5,Truck,2454,5,Germany,Premium,68670
BYD,Seagull,2024,Base,18386,54,197,94,150,200,FWD,7,Hatchback,1500,4,China,Budget,194535
Tesla,Model 3,2025,Base,39961,82,271,326,291,304,RWD,5,Hatchback,1862,5,US,Mid-range,132702
Ford,F-150 Lightning,2025,Standard,71167,64,211,146,779,697,FWD,2,Truck,2632,4,US,Premium,29813
BMW,iX,2021,Performance,122478,85,288,236,1000,890,AWD,5,Hatchback,1612,3,Germany,Luxury,61194
Hyundai,Kona Electric,2025,Standard,33896,73,271,66,222,200,FWD,5,Sedan,1542,4,South Korea,Budget,74203
Audi,e-tron GT,2026,Premium,101047,80,301,125,736,669,RWD,5,SUV,2084,4,Germany,Luxury,68624
Ford,Explorer EV,2023,Standard,42430,63,218,93,399,416,AWD,7,Sedan,1767,3,US,Mid-range,37998
Tesla,Model X,2025,Standard,81903,69,257,348,552,541,RWD,5,Sedan,1640,4,US,Premium,135577
BYD,Max,2026,Long Range,92694,90,310,124,1000,871,RWD,7,Truck,2517,5,China,Premium,133159
BYD,Atto 3,2026,Performance,110110,119,403,240,1000,912,AWD,7,Van,1500,4,China,Luxury,116675
GM/Chevrolet,Equinox EV,2026,Premium,81491,73,257,132,1000,849,RWD,5,SUV,2230,3,US,Premium,15310
Tesla,Cybertruck,2022,Base,83012,78,288,208,570,470,FWD,5,Truck,2568,4,US,Premium,132378
Kia,Sportage EV,2023,Premium,59926,66,219,100,687,676,RWD,7,SUV,1956,5,South Korea,Mid-range,144832
Ford,F-150 Lightning,2025,Premium,44325,62,198,134,367,300,AWD,2,Truck,2675,4,US,Mid-range,57644
Audi,e-tron,2025,Standard,114471,76,231,133,888,750,AWD,7,Van,1500,4,Germany,Luxury,21563
BYD,Atto 3,2026,Long Range,104594,89,296,104,1000,908,RWD,5,Van,1680,5,China,Luxury,219672
Ford,F-150 Lightning,2026,Premium,95704,85,300,53,1000,887,RWD,2,Truck,2262,5,US,Premium,70819
Tesla,Cybertruck,2024,Long Range,81331,87,324,305,588,584,AWD,5,Truck,2504,5,US,Premium,192430
Mercedes,GLE EV,2025,Long Range,83712,97,338,126,335,334,FWD,7,Van,1677,3,Germany,Premium,37695
Tesla,Model 3,2023,Standard,106795,46,163,311,739,638,RWD,5,Van,1724,5,US,Luxury,212365
Volkswagen,ID. Aero,2025,Long Range,92183,103,359,69,1000,910,FWD,5,Sedan,1549,5,Germany,Premium,254291
Ford,Explorer EV,2025,Base,31806,49,157,115,188,200,RWD,5,Truck,2587,4,US,Budget,49546
Tesla,Model S,2023,Premium,64307,45,171,302,475,444,RWD,7,Hatchback,1754,4,US,Mid-range,138801
BYD,Max,2023,Long Range,99850,106,400,137,1000,900,FWD,7,Truck,2608,5,China,Premium,207644
GM/Chevrolet,Blazer EV,2024,Premium,70082,43,156,69,940,844,AWD,7,Hatchback,1500,5,US,Premium,20253
GM/Chevrolet,Silverado EV,2024,Standard,61768,48,161,77,875,799,FWD,7,SUV,1989,4,US,Mid-range,27695
BMW,i4,2022,Base,87727,75,238,97,650,644,FWD,7,Van,1500,5,Germany,Premium,35030
GM/Chevrolet,Bolt EUV,2025,Standard,29502,68,248,100,218,200,RWD,7,Hatchback,1722,4,US,Budget,19509
Kia,EV6,2026,Premium,81788,62,200,102,967,895,RWD,7,Coupe,1500,3,South Korea,Premium,103637
BYD,Atto 3,2025,Performance,94900,105,381,214,1000,907,AWD,5,Hatchback,1500,5,China,Premium,172031
BYD,Max,2026,Standard,76923,71,254,115,885,732,RWD,5,Truck,2840,5,China,Premium,121433
Tesla,Model 3,2024,Premium,173467,43,150,237,1000,906,AWD,5,Hatchback,2086,4,US,Luxury,241741
Audi,Q6 e-tron,2024,Premium,105362,72,263,53,753,661,FWD,5,Coupe,1500,5,Germany,Luxury,22361
Kia,Picanto EV,2022,Standard,39230,43,154,101,325,298,FWD,5,Hatchback,1570,4,South Korea,Mid-range,92917
Volkswagen,ID.5,2022,Premium,90567,70,208,142,1000,914,AWD,5,Truck,2426,5,Germany,Premium,266134
Hyundai,Ioniq,2025,Performance,95402,92,321,185,1000,888,AWD,7,Coupe,1627,4,South Korea,Premium,124589
Toyota,bZ Compact SUV,2025,Long Range,84186,104,377,122,1000,868,FWD,5,SUV,1969,5,Japan,Premium,15914
Tesla,Model Y,2026,Standard,131838,69,241,341,1000,923,FWD,7,Sedan,1541,5,US,Luxury,410211
Kia,EV9,2024,Base,36207,54,182,132,296,296,AWD,7,SUV,2343,4,South Korea,Mid-range,96649
Hyundai,Ioniq 5,2026,Standard,60217,74,251,102,721,665,FWD,5,SUV,2085,4,South Korea,Mid-range,83698
Kia,Sportage EV,2025,Premium,76146,42,175,62,931,831,FWD,5,SUV,1980,4,South Korea,Premium,86432
Tesla,Model 3,2024,Premium,92301,49,173,313,654,617,RWD,7,Hatchback,1604,5,US,Premium,249410
Mercedes,GLE EV,2025,Premium,158317,76,241,96,1000,889,AWD,5,Van,1882,5,Germany,Luxury,22636
Rivian,R3,2025,Performance,109164,80,288,192,1000,857,AWD,5,Hatchback,1853,5,US,Luxury,19234
Kia,Niro EV,2025,Premium,108568,56,197,123,1000,911,AWD,7,Van,1655,4,South Korea,Luxury,139588
GM/Chevrolet,Silverado EV,2024,Base,33469,55,198,51,287,257,FWD,5,SUV,2124,4,US,Budget,2373
Rivian,R3,2025,Base,79069,63,236,98,668,618,RWD,5,SUV,1833,5,US,Premium,25139
GM/Chevrolet,Bolt EV,2023,Base,59075,55,198,120,760,681,AWD,7,Coupe,1586,4,US,Mid-range,15584
Tesla,Model 3,2025,Base,38137,76,284,201,219,232,FWD,7,Sedan,1674,5,US,Mid-range,113015
Kia,Sportage EV,2024,Premium,72899,66,244,77,843,702,AWD,5,SUV,1586,5,South Korea,Premium,78422
Kia,Sportage EV,2026,Base,72430,64,178,51,877,756,RWD,5,SUV,1686,5,South Korea,Premium,52716
Volkswagen,ID. Aero,2024,Performance,90339,78,263,193,986,890,AWD,5,SUV,2218,4,Germany,Premium,202441
GM/Chevrolet,Bolt EUV,2024,Standard,57794,68,255,121,696,587,FWD,7,Truck,2854,5,US,Mid-range,28957
NIO,EL6,2024,Long Range,99775,110,380,66,958,836,RWD,5,SUV,1845,4,China,Premium,27479
Rivian,R2,2026,Long Range,98563,97,316,50,1000,952,AWD,7,SUV,2158,3,US,Premium,20133
Volkswagen,ID. Buzz,2025,Premium,45327,68,261,127,357,330,AWD,5,Coupe,1619,4,Germany,Mid-range,299882
Tesla,Model Y,2023,Standard,100758,46,171,298,786,685,RWD,7,SUV,1900,5,US,Luxury,472436
Porsche,Macan Electric,2025,Standard,185797,78,296,229,990,873,AWD,7,Coupe,1665,4,Germany,Luxury,21608
Mercedes,EQG,2025,Long Range,94597,78,267,150,486,470,AWD,5,Coupe,1500,5,Germany,Premium,48573
Tesla,Model S,2021,Premium,108109,83,273,272,740,654,AWD,5,Van,1524,4,US,Luxury,201131
Rivian,R2,2025,Base,79448,61,184,86,619,525,AWD,7,Truck,2460,5,US,Premium,21177
Mercedes,EQC,2026,Premium,151395,71,264,137,1000,939,AWD,5,Van,1500,5,Germany,Luxury,37405
Hyundai,i30,2025,Standard,30173,83,283,112,187,200,FWD,5,Truck,2516,3,South Korea,Budget,76614
Kia,Niro EV,2024,Performance,81763,90,319,233,985,960,AWD,5,Coupe,1629,4,South Korea,Premium,93663
Volkswagen,ID. Buzz,2026,Long Range,42400,102,356,97,269,207,FWD,5,Hatchback,1500,4,Germany,Mid-range,252676
Tesla,Model X,2022,Standard,98266,84,298,224,717,646,FWD,5,Hatchback,1500,4,US,Premium,144367
BYD,Max,2024,Standard,70847,56,200,89,813,686,AWD,7,Van,1921,4,China,Premium,234001
Ford,Explorer EV,2023,Performance,78509,73,274,225,915,850,RWD,5,Van,1650,4,US,Premium,51688
Tesla,Cybertruck,2022,Premium,154963,53,157,316,1000,884,AWD,5,Truck,1876,5,US,Luxury,148718
BYD,Yuan Plus,2023,Long Range,44085,94,330,89,505,466,RWD,7,Coupe,1693,4,China,Mid-range,187463
Volkswagen,ID.3,2024,Long Range,47039,87,330,109,352,368,RWD,7,Truck,2639,5,Germany,Mid-range,270498
Hyundai,Ioniq 5,2025,Long Range,50916,81,278,99,517,482,FWD,5,Sedan,1672,3,South Korea,Mid-range,54316
Rivian,R1S,2022,Base,64348,46,150,111,150,200,RWD,7,SUV,2128,5,US,Mid-range,3522
BYD,Atto 3,2022,Base,21385,63,201,68,173,200,RWD,5,Hatchback,1781,5,China,Budget,233873
BYD,Atto 3,2025,Long Range,99108,99,347,107,1000,894,FWD,7,Hatchback,1842,5,China,Premium,190865
GM/Chevrolet,Bolt EV,2025,Base,60513,59,258,69,780,691,AWD,7,Hatchback,1720,5,US,Mid-range,12934
Volkswagen,ID.5,2023,Performance,64071,78,297,180,682,641,RWD,5,Coupe,1826,3,Germany,Mid-range,290103
BYD,Atto 3,2026,Performance,31933,120,430,171,363,329,RWD,7,Coupe,1500,3,China,Budget,219100
Volkswagen,ID.3,2026,Standard,33484,83,293,136,201,200,AWD,5,Truck,2437,5,Germany,Budget,207337
Tesla,Model S,2025,Performance,68594,108,361,209,452,389,FWD,7,Coupe,1685,5,US,Premium,245974
Tesla,Cybertruck,2025,Standard,61013,45,156,307,429,358,FWD,7,Truck,2708,3,US,Mid-range,132800
Hyundai,Ioniq 5,2025,Base,68602,76,260,70,815,690,FWD,7,SUV,2317,5,South Korea,Premium,109721
Volkswagen,ID. Aero,2021,Long Range,76215,92,348,138,859,782,RWD,5,Truck,2363,5,Germany,Premium,249899
Rivian,R1S,2026,Premium,110739,48,163,79,1000,896,RWD,5,Sedan,1664,5,US,Luxury,26386
Volkswagen,ID.4,2024,Performance,111511,74,241,162,1000,921,AWD,7,Truck,2464,5,Germany,Luxury,230069
Kia,Niro EV,2025,Premium,64727,52,203,96,686,608,RWD,5,Truck,2102,5,South Korea,Mid-range,135916
BMW,i7,2023,Base,89651,73,249,98,711,632,RWD,5,Truck,2470,4,Germany,Premium,72062
Tesla,Model 3,2023,Performance,125634,80,268,325,906,862,RWD,7,Hatchback,1567,5,US,Luxury,223587
BMW,i3,2025,Base,93156,75,254,79,683,632,FWD,5,Van,1564,4,Germany,Premium,71204
Tesla,Cybertruck,2022,Long Range,93999,88,333,289,703,641,FWD,5,Truck,2476,5,US,Premium,124977
Toyota,bZ Compact SUV,2023,Premium,52161,69,234,78,511,481,RWD,7,SUV,2088,5,Japan,Mid-range,7110
Tesla,Model S,2024,Performance,77898,71,254,322,542,558,RWD,5,Sedan,1500,4,US,Premium,153891
Volkswagen,ID.4,2025,Base,78699,67,200,140,839,744,RWD,5,Coupe,1649,5,Germany,Premium,200182
Tesla,Model S,2021,Base,109936,84,288,209,738,699,AWD,7,Truck,2219,4,US,Luxury,117148
Xiaomi,SU7,2024,Performance,115673,85,304,244,1000,872,RWD,5,SUV,2328,3,China,Luxury,8357
Hyundai,Kona Electric,2024,Performance,43667,83,299,235,465,435,AWD,5,Van,1707,4,South Korea,Mid-range,71109
Kia,EV6,2025,Base,60524,59,217,111,613,568,RWD,7,Coupe,1638,4,South Korea,Mid-range,105178
Tesla,Model 3,2021,Standard,24980,81,271,327,150,200,RWD,5,Hatchback,1500,5,US,Budget,132068
GM/Chevrolet,Blazer EV,2024,Base,58717,84,313,113,744,635,FWD,5,Sedan,1754,5,US,Mid-range,22110
BYD,Qin,2024,Base,17777,78,280,108,175,200,FWD,7,Hatchback,1788,4,China,Budget,212740
Audi,Q4 e-tron,2026,Performance,163471,73,267,163,1000,897,RWD,7,Sedan,1500,5,Germany,Luxury,31112
BYD,Seagull,2021,Base,53783,85,314,91,521,468,RWD,5,Van,1599,4,China,Mid-range,162990
Tesla,Model Y,2022,Long Range,38805,87,295,345,297,281,RWD,5,Truck,2329,5,US,Mid-range,424786
Tesla,Model X,2024,Performance,90520,119,405,222,666,591,AWD,5,Coupe,1771,4,US,Premium,189429
Hyundai,Ioniq 5,2025,Base,46385,84,301,90,445,414,RWD,5,Truck,2726,4,South Korea,Mid-range,58564
Kia,Niro EV,2026,Performance,110516,78,283,217,1000,881,AWD,5,Coupe,1738,5,South Korea,Luxury,62032
Tesla,Cybertruck,2023,Standard,35072,52,192,340,249,217,FWD,7,Truck,2535,5,US,Mid-range,139628
Ford,Explorer EV,2025,Performance,106247,73,277,158,1000,873,FWD,5,Coupe,1701,5,US,Luxury,49209
Volkswagen,ID.3,2026,Base,56735,50,207,88,586,478,AWD,7,Hatchback,1500,4,Germany,Mid-range,257294
Hyundai,Ioniq,2025,Long Range,74693,95,340,67,972,902,RWD,7,Hatchback,1739,5,South Korea,Premium,138161
Volkswagen,ID.5,2022,Premium,70141,84,319,80,731,665,AWD,5,Hatchback,1533,5,Germany,Premium,203826
Volkswagen,ID.5,2025,Standard,60219,83,240,95,518,517,AWD,5,Van,1739,5,Germany,Mid-range,290126
Kia,Picanto EV,2020,Base,44609,80,255,124,414,337,RWD,7,Sedan,1545,4,South Korea,Mid-range,62067
Tesla,Model 3,2025,Performance,58453,77,274,217,458,401,RWD,7,Van,1813,3,US,Mid-range,216013
Tesla,Cybertruck,2023,Premium,118801,54,203,340,891,851,FWD,7,Truck,2562,4,US,Luxury,197139
Mercedes,EQC,2024,Performance,87690,89,321,225,422,414,AWD,5,Hatchback,1957,4,Germany,Premium,36911
Toyota,bZ4X,2022,Standard,55776,85,281,91,602,520,FWD,5,Coupe,1626,4,Japan,Mid-range,18523
Volkswagen,ID. Aero,2023,Standard,51299,63,237,119,397,310,RWD,5,Coupe,1555,5,Germany,Mid-range,222298
BYD,Dolphin,2025,Standard,82760,73,235,119,912,776,RWD,5,SUV,1789,3,China,Premium,125776
BMW,i4,2023,Performance,130984,111,390,245,1000,878,RWD,7,Van,1500,5,Germany,Luxury,64205
Volkswagen,ID.4,2025,Base,65062,65,212,82,653,616,AWD,5,Coupe,1613,5,Germany,Premium,282957
Tesla,Model S,2022,Premium,163493,65,193,289,1000,907,RWD,7,Hatchback,1653,5,US,Luxury,241709
Tesla,Model X,2023,Premium,53974,83,301,251,440,387,FWD,7,Sedan,1500,5,US,Mid-range,206669
GM/Chevrolet,Bolt EV,2025,Performance,60211,70,258,174,778,765,FWD,5,Coupe,1519,4,US,Mid-range,23288
BMW,i3,2023,Premium,81482,65,209,133,551,468,RWD,7,Sedan,1755,4,Germany,Premium,60859
Tesla,Model S,2025,Performance,140245,76,265,296,986,851,AWD,7,Sedan,1500,5,US,Luxury,186365
BYD,Dolphin,2024,Performance,108909,86,283,178,1000,954,RWD,5,Truck,2422,3,China,Luxury,136507
BYD,Seagull,2025,Base,31665,68,217,134,291,266,FWD,5,Van,1935,5,China,Budget,162790
BMW,i7,2026,Premium,125747,64,224,141,1000,906,AWD,5,Hatchback,1500,3,Germany,Luxury,62950
Tesla,Model S,2024,Long Range,75201,103,370,342,592,509,RWD,5,Truck,2460,5,US,Premium,105880
Tesla,Model 3,2025,Long Range,91388,100,350,250,695,616,FWD,5,Sedan,1624,4,US,Premium,148700
Ford,F-150 Lightning,2024,Standard,60850,83,274,67,622,610,FWD,2,Truck,2747,4,US,Mid-range,58206
Tesla,Cybertruck,2024,Long Range,131729,85,307,224,943,852,FWD,5,Truck,2319,4,US,Luxury,162108
BMW,iX,2021,Standard,82329,72,258,61,569,534,RWD,7,Hatchback,1723,4,Germany,Premium,59553
BYD,Atto 3,2021,Performance,91712,80,268,234,1000,900,RWD,5,Hatchback,1550,5,China,Premium,177248
Tesla,Model 3,2024,Standard,106610,76,299,296,784,688,FWD,5,Hatchback,1673,5,US,Luxury,103912
BYD,Qin,2020,Long Range,36752,85,308,135,380,353,FWD,5,Sedan,1500,4,China,Mid-range,178041
GM/Chevrolet,Equinox EV,2024,Long Range,55502,93,331,130,672,611,AWD,7,SUV,2188,5,US,Mid-range,18580
Mercedes,EQS,2025,Base,136919,56,195,96,822,776,AWD,7,Coupe,1500,5,Germany,Luxury,59537
Mercedes,EQE,2023,Long Range,142535,94,305,114,843,766,FWD,7,Sedan,1500,4,Germany,Luxury,32410
Volkswagen,ID. Aero,2025,Performance,68256,93,334,227,714,587,RWD,5,Sedan,1589,5,Germany,Premium,215601
BMW,i3,2025,Premium,127970,53,181,98,1000,895,RWD,5,Coupe,1671,5,Germany,Luxury,25659
BYD,Yuan Plus,2026,Base,71806,73,253,140,820,765,AWD,5,Sedan,1702,4,China,Premium,163682
BYD,Qin,2023,Performance,54457,81,251,242,518,459,AWD,5,Truck,2307,4,China,Mid-range,205191
Audi,Q4 e-tron,2026,Long Range,145965,78,269,138,1000,872,FWD,7,Coupe,1663,4,Germany,Luxury,21092
Tesla,Model X,2025,Performance,40997,73,261,283,238,200,AWD,5,Sedan,1637,5,US,Mid-range,192699
Tesla,Model 3,2026,Performance,147080,108,395,235,1000,883,AWD,7,Sedan,1521,5,US,Luxury,199927
BYD,Max,2023,Long Range,35900,88,302,70,358,318,FWD,5,SUV,2227,5,China,Mid-range,176515
Tesla,Model X,2025,Base,76806,42,166,309,571,531,FWD,7,Sedan,1675,5,US,Premium,136111
Tesla,Cybertruck,2025,Base,96810,48,153,221,658,607,FWD,7,Truck,2373,4,US,Premium,113593
Kia,EV9,2026,Performance,78041,114,407,169,895,813,RWD,5,SUV,2121,5,South Korea,Premium,103428
Volkswagen,ID.3,2025,Base,47862,65,231,89,443,400,AWD,7,Sedan,1500,3,Germany,Mid-range,247700
Audi,Q4 e-tron,2025,Base,84124,69,247,137,568,538,AWD,5,Hatchback,1666,4,Germany,Premium,60155
Ford,Mustang Mach-E,2024,Premium,62058,58,207,110,732,646,FWD,5,Van,1502,4,US,Mid-range,65997
BYD,Seagull,2026,Performance,95761,81,277,211,1000,922,RWD,5,Coupe,1789,4,China,Premium,171938
BYD,Qin,2024,Base,75733,69,249,124,803,708,RWD,5,Truck,2335,5,China,Premium,228964
Volkswagen,ID. Buzz,2024,Premium,74047,73,248,77,808,703,RWD,5,Coupe,1522,5,Germany,Premium,290963
Kia,Niro EV,2026,Performance,91033,73,267,207,1000,949,AWD,5,Van,1525,4,South Korea,Premium,54833
BYD,Atto 3,2024,Standard,30843,49,171,81,309,285,AWD,7,Hatchback,1578,4,China,Budget,206164
BMW,i5,2021,Premium,139021,64,232,150,1000,950,FWD,5,Truck,2464,5,Germany,Luxury,48199
Volkswagen,ID. Aero,2021,Standard,60392,68,225,133,628,523,RWD,7,Truck,2360,3,Germany,Mid-range,256880
Kia,Sportage EV,2020,Standard,26732,76,257,80,193,200,RWD,5,SUV,1818,5,South Korea,Budget,147499
Volkswagen,ID. Buzz,2024,Long Range,70635,90,312,80,734,693,FWD,5,Hatchback,1613,4,Germany,Premium,289608
BYD,Dolphin,2023,Premium,25794,50,188,63,216,200,AWD,5,Truck,2438,3,China,Budget,112218
Toyota,bZ4X,2024,Performance,94210,109,381,203,1000,897,AWD,5,Coupe,1660,5,Japan,Premium,1723
Ford,Mustang Mach-E,2025,Performance,60547,113,423,215,616,518,RWD,5,Coupe,1500,3,US,Mid-range,27560
Tesla,Cybertruck,2025,Premium,170548,45,153,227,1000,886,AWD,7,Truck,2453,4,US,Luxury,192321
Mercedes,EQG,2023,Base,82191,71,281,117,357,352,RWD,5,Sedan,1500,4,Germany,Premium,59566
Hyundai,Ioniq 6,2025,Premium,100948,61,195,111,1000,907,AWD,7,Hatchback,1597,5,South Korea,Luxury,101360
Audi,e-tron GT,2024,Base,106732,80,268,74,810,693,FWD,5,Truck,2498,5,Germany,Luxury,48443
Ford,Explorer EV,2026,Premium,97985,84,304,54,1000,909,AWD,7,Sedan,1744,5,US,Premium,45069
Volkswagen,ID.3,2024,Base,38795,78,290,97,297,256,FWD,5,Coupe,1516,5,Germany,Mid-range,216258
Tesla,Model Y,2024,Standard,111997,51,190,288,825,736,FWD,5,Van,1500,4,US,Luxury,445661
BYD,Dolphin,2026,Long Range,49411,105,362,91,512,489,RWD,7,SUV,1819,4,China,Mid-range,124104
Kia,EV6,2023,Base,37475,59,209,136,306,230,FWD,5,Truck,2381,5,South Korea,Mid-range,67143
BMW,i3,2026,Performance,148407,116,409,231,1000,922,AWD,5,Hatchback,1500,4,Germany,Luxury,27898
BYD,Qin,2024,Standard,46657,46,150,63,542,509,AWD,5,SUV,2255,5,China,Mid-range,249607
Tesla,Model X,2021,Premium,97028,71,235,273,685,574,AWD,5,Van,1693,4,US,Premium,229836
Mercedes,EQG,2026,Base,129546,72,248,143,759,725,AWD,5,Truck,2639,4,Germany,Luxury,57503
Polestar,2,2025,Performance,93834,112,383,189,651,663,AWD,5,Coupe,1500,5,Sweden,Premium,6307
Hyundai,i30,2023,Base,37475,57,218,51,268,228,FWD,7,Van,1504,4,South Korea,Mid-range,129662
Tesla,Cybertruck,2025,Standard,127335,72,270,329,976,906,AWD,5,Truck,2328,5,US,Luxury,188107
BYD,Atto 3,2024,Base,50361,69,238,63,602,568,RWD,7,Sedan,1615,5,China,Mid-range,209468
Tesla,Model 3,2024,Premium,152845,77,281,258,1000,937,AWD,5,Truck,2696,4,US,Luxury,153103
Rivian,R2,2025,Performance,117871,82,280,196,1000,922,RWD,7,Truck,2401,5,US,Luxury,14378
Tesla,Model X,2025,Performance,126875,98,345,203,914,835,AWD,7,Van,1500,5,US,Luxury,158417
Kia,Picanto EV,2024,Long Range,57851,102,350,134,632,525,AWD,5,Coupe,1735,5,South Korea,Mid-range,125554
BYD,Max,2024,Base,70891,65,242,136,713,594,AWD,7,Truck,2252,5,China,Premium,119629
Kia,Picanto EV,2024,Performance,105759,80,278,170,1000,892,AWD,7,Hatchback,1819,3,South Korea,Luxury,107830
BMW,i5,2025,Performance,83831,92,316,249,634,606,RWD,7,Truck,2285,4,Germany,Premium,61677
Mercedes,EQE,2026,Performance,148925,98,357,181,945,822,AWD,7,SUV,1889,4,Germany,Luxury,66282
BYD,Atto 3,2022,Base,49226,47,177,52,529,492,FWD,5,Coupe,1609,5,China,Mid-range,172454
Tesla,Model S,2025,Base,29412,61,220,302,220,213,AWD,5,Hatchback,1705,5,US,Budget,206579
Tesla,Cybertruck,2024,Standard,107898,48,178,311,752,668,FWD,5,Truck,2227,5,US,Luxury,188033
Audi,e-tron GT,2022,Premium,137632,43,150,69,1000,941,RWD,5,Truck,2791,4,Germany,Luxury,74974
Audi,e-tron GT,2024,Base,65799,77,250,130,369,263,RWD,7,Truck,2305,4,Germany,Premium,52856
Kia,Niro EV,2022,Premium,93773,62,194,129,1000,944,AWD,5,Truck,2450,5,South Korea,Premium,126881
Kia,Picanto EV,2024,Base,57644,55,170,148,606,551,AWD,5,Sedan,1686,5,South Korea,Mid-range,149672
